title,ministry,schemeCategory,description,beneficiaryState,npiMinistry,slug,tags,__typename
Chief Ministergi Artistesinggi Tengbang (CMAT) - Scheme For Award To Distinguished Artistes,,"['Sports & Culture', 'Social welfare & Empowerment']","The scheme ""CMAT - Scheme for Award to Distinguished Artistes"" is a scheme by the Dept. of Art & Culture, Govt. of Manipur, to encourage and felicitate the artistes (in the field of culture) belonging to different fields for their achievements such as winning National Awards namely Padma Award, etc.",,[],cmat-sada,"['Artist', 'Award', 'Financial Assistance']",Search
Pre-Matric Scholarship Scheme For Minority-Uttarakhand,,['Education & Learning'],Uttarakhand government started a scheme Pre-Matric Scholarship for Minorities. ,,[],pmssfm,"['Financial Assistance', 'Education', 'Student Finance', 'Welfare']",Search
Marriage Assistance To Daughters Of Prisoners,,['Social welfare & Empowerment'],"The scheme “Marriage Assistance to Daughters of Prisoners” was launched by the Department of Social Justice, Government of Kerala.",,[],madp,"['Prisoner', 'Daughter', 'Marriage', 'Financial Assistance', 'BPL']",Search
Goa Welfare / Pension Scheme For Seafarers,,"['Social welfare & Empowerment', 'Banking,Financial Services and Insurance']","The scheme ""Goa Welfare / Pension Scheme for Seafarers"" by the Home Department, Government of Goa, provides financial assistance in the form of a Gross Pension of ₹ 2,500/- per month to the beneficiaries. The applicant should be a retired seaman. The age of the applicant should be 60 years or above.",,[],gwpss,"['Pension', 'Seafarer', 'Seaman', 'Financial Assistance', 'Social Welfare', 'Retirement', 'Senior Citizen']",Search
Cancer Suraksha Scheme,,['Health & Wellness'],The Government of Kerala launched the “Cancer Suraksha Scheme” on 1st November 2008 for children below the age of 18 who suffer from cancer and belong to such families which are too poor to afford treatment. This scheme was launched under Kerala Social Security Mission.,,[],css,"['Cancer', 'Patients', 'Free Treatment', 'BPL', 'Hospital']",Search
Salary Subsidy Scheme,,['Business & Entrepreneurship'],"Launched in 2018, the ""Salary Subsidy Scheme"" by the Dept of Information Technology, Govt of Goa. The objective is to provide a Salary Subsidy to the eligible IT Units in Goa. The subsidy would be provided as a matching grant to the salary paid to Fresher up to ₹10,000 per Fresher per month. ",,[],sss-goa,"['Salary', 'Fresher', 'Employee', 'Company', 'Grant']",Search
Welfare Measures for Children of Labourers,Ministry Of Commerce And Industry,['Education & Learning'],"This scheme aims to provide welfare measures in the form of educational stipends, incentives for academic excellence, and financial support for higher education to the children of SC/ST labourers who demonstrate exceptional academic performance and pursue higher education after 10th grade.",,[],wmcl,"['Scholarship', 'Financial Assistance', 'Stipend', 'Student', 'DBT', 'Scheduled Caste', 'Scheduled Tribe']",Search
Kachara Binane Vaale Hetu Suraksha Upakaran Sahaayata Yojana,,['Skills & Employment'],"Chhattisgarh State Government started a scheme ""Kachara Beenane Vaale Hetu Suraksha Upakaran Sahaayata Yojana"" for unorganized worker on 19 June 2017.",,[],kbvhsusy,"['Equipment', 'Empowerment', 'Gloves', 'Shoes', 'Rain Coat']",Search
Integrated Social Security Scheme - Pension For Transgender,,['Social welfare & Empowerment'],"ISSS (Integrated Social Security Scheme) is a State Sponsored Scheme by the Social Welfare Department of the Govt. of Jammu and Kashmir where financial assistance is provided to Old Age Persons, Widows, Divorcees, Women in Distress, Transgenders, and Physically Handicapped Persons.",,[],isss-pot,"['Transgender', 'Pension', 'Social Welfare']",Search
Post-Matric Scholarship for SC students,Ministry Of Social Justice and Empowerment,['Education & Learning'],"The Post-Matric Scholarship Scheme for Scheduled Caste (SC) Students is a Centrally Sponsored Scheme implemented by the Ministry of Social Justice and Empowerment, Government of India. ",,[],pmsfss,"['Scholarship', 'Student Finance', 'Education']",Search
Building And Other Construction Scholarship,,['Education & Learning'],The Skill Development & Technical Education Department launched the BOC Scholarship on 1 December 2022 so that the students pursuing or undertaking technical education will be able to pursue it finally without facing any kind of financial difficulties. ,,[],bocs,"['Building', 'Construction', 'Scholarship']",Search
Antayoshti Sahayata Yojana,,['Social welfare & Empowerment'],"""Antayoshti Sahayata Yojana"" is a scheme by the Department of Labour, Employment, Training & Skill Development Govt of Jharkhand. The scheme provides ₹ 10,000/- for the last rites in the case of the death of the registered beneficiary. Only the residents/domicile of the state of Jharkhand can apply.",,[],asy,"['Financial Asisstance', 'Social Welfare', 'Construction Worker']",Search
Chikitsa Sahayata Yojana,,['Health & Wellness'],"""Chikitsa Sahayata Yojana"" is a Medical Assistance scheme by the Department of Labour, Employment, Training & Skill Development Govt of Jharkhand. The scheme provides medical assistance to all registered workers who are admitted to the hospital for five or more working days.",,[],csy,"['Health', 'Hospitalization', 'Construction Worker', 'Financial Assistance']",Search
Dulari Kanya,,"['Social welfare & Empowerment', 'Women and Child']","“Dulari Kanya” is a scheme for the girl child by the Govt. of Arunachal Pradesh. The objective of the scheme is to end the preference between male and female child, encouragement of institutional delivery, immunization of children, to end child marriage and overall empowerment of females.",,[],dk,"['Girl Child', 'Social Welfare', 'Financial Assistance']",Search
Haritha Haram,,"['Agriculture,Rural & Environment']",The objective of the Haritha Haram program is to increase the green cover of the state from the existing 24% to 33% by planting and nurturing millions of saplings every year. The program also aims to create awareness among the public about the importance of preserving and protecting the environment.,,[],haritha-haram,"['Haritha Haram', 'Forest Department', 'Haritha Mitra Awards', 'Telangana Ku Haritha Haram']",Search
Old Age And Destitute Pension,,"['Social welfare & Empowerment', 'Women and Child']",The Government of Puducherry introduced Old Age And Destitute Pension Scheme to extend a helping hand by way of monthly financial assistance to Old Age Persons/Widows/ Deserted Women/ Unmarried Women and Enuches so that they could defray some petty personal expenses without depending on others.,,[],oadp,"['Pudecherry', 'Widows', 'Unmarried', 'Transgender', 'Deserted Women']",Search
Young Investigators Programme in Biotechnology,,['Education & Learning'],The programme “Young Investigator’s Programme in Biotechnology (YIPB)” is a research support programme that aims to provide quick research support to young researchers to pursue their ideas in newly emerging and front-line areas of research in Biotechnology.,,[],yipb,"['Young Investigator', 'Biotechnology', 'Young Scientist', 'Fellowship', 'Principal Investigator', 'Life Science']",Search
National Awards For Outstanding Services In The Field Of Prevention Of Alcoholism And Substance (Drug) Abuse: Best Panchayati Raj Or Municipal Body Working For Prevention Of Alcoholism And Substance (Drug) Abuse,Ministry Of Social Justice and Empowerment,['Social welfare & Empowerment'],"The Scheme of ""National Awards for Outstanding Services in the field of Prevention of Alcoholism and Substance (Drug) Abuse"" by the MoSJE, GoI shall be applicable to Institutions and Individuals working in the field of Prevention of Alcoholism and Substance (Drug) Abuse.",,[],naospasa-bpjmbpasa,"['Rehabilitation', 'Drug Abuse', 'Alcoholism', 'Award']",Search
Disabled Person Pension Scheme - Punjab,,['Social welfare & Empowerment'],Punjab State Government started a pension for disable person of the state. ,,[],dpps,"['Social Welfare', 'Differently Abled', 'Financial Assistance']",Search
Biju Patnaik Sports Award for Excellence in Coaching,,['Sports & Culture'],"The award is given to the coaches who have devoted their career to imparting Coaching in any of the major sports disciplines and have coached Sportspersons achieving excellence at National and International levels.

",,[],bpsaec,"['Sports Award', 'Coaching', 'Coach', 'Games']",Search
Educational Allowances to the Children of Widows,,"['Social welfare & Empowerment', 'Women and Child']","“Educational Allowances to the Children of Widows” by the Dept of Women & Child Development, Govt of Pondicherry, was introduced to provide financial assistance (₹25 to ₹125) for the education of poor widows' children up to higher secondary or equivalent. ",,[],eacw,"['Widow', 'Allowance', 'Student', 'Education', 'Financial Assistance']",Search
Design Scheme Under MSME Innovative Scheme,"Ministry Of Micro, Small and Medium Enterprises",['Business & Entrepreneurship'],"Design scheme will help MSMEs to avail advice on all aspects of design. It helps MSMEs realize and achieve their design-related objectives. This specialist advice will be provided by experienced designers for new product development as well as enhancing existing product portfolio.
",,[],ds,"['Product Design', 'Product Development', 'Financial Support', 'Business & Entrepreneurship']",Search
SERB Science and Technology Award for Research,Ministry Of Science And Technology,"['Science, IT & Communications']",“SERB Science and Technology Award for Research (SERB-STAR)” is a prestigious award instituted by Science and Engineering Research Board (SERB) to recognize and reward outstanding performance of Principal Investigators (PIs) of SERB Projects.,,[],serb-star,"['SERB', 'STAR', 'Award', 'Research', 'Fellowship', 'Principal Investigator']",Search
Supply of Tri-Cycles (CBOCWWB),,['Social welfare & Empowerment'],"Under this scheme, Tri-Cycles will be provided by the Board to the disabled registered construction workers and their dependents, once in life time.",,[],stccbocwwb,"['Tri-Cycle', 'Construction Worker', 'Labour']",Search
Kaushal Vikas Yojana,,['Education & Learning'],The Uttar Pradesh Kaushal Vikas Mission (UPSDM) is a scheme launched by the Government of Uttar Pradesh to equip young people in the state with the necessary skills for employment. ,,[],kvy,"['Labor', 'Training', 'Education']",Search
Special Credit Linked Capital Subsidy Scheme (SCLCSS) for Scheduled Caste/Scheduled Tribe,"Ministry Of Micro, Small and Medium Enterprises",['Business & Entrepreneurship'],Special Credit Linked Capital Subsidy Scheme (SCLCSS) for Scheduled Caste / Scheduled scheme aims to facilitate capital subsidy to SC/ST MSEs for purchasing of plant & machinery/equipment through institutional finance (bank loan).,,[],sclcss,"['Plant & Machinery', 'Equipment', 'Subsidy', 'Financial Assistance', 'Scheduled Caste', 'Scheduled Tribe', 'Business & Entrepreneurship']",Search
Reimbursement of Tuition Fees for Typewriting and Shorthand Courses for Children of Widows,,"['Education & Learning', 'Women and Child', 'Social welfare & Empowerment']","“Reimbursement of Tuition Fees for Typewriting and Shorthand Courses for Children of Widows” by the Dept of Women & Child Development, Govt of Pondicherry, was introduced to encourage the children of widows to pursue Typewriting and Shorthand courses and facilitate the reimbursement of course fees.",,[],rtftsccw,"['Widow', 'Child', 'Education', 'Student', 'Reimbursement']",Search
Biju Patnaik Bravery Award,,['Social welfare & Empowerment'],"The “Biju Patnaik Bravery Award” was launched by the Sports & Youth Services Department, Government of Odisha to recognize spectacular acts of Bravery performed by people of Odisha. ",,[],bpba,"['Award', 'Medal', 'Scroll', 'Bravery']",Search
Award of Post-Matric Scholarship to Scheduled Caste Students,,"['Education & Learning', 'Social welfare & Empowerment']","The scheme “Award of Post-Matric Scholarship to Scheduled Caste Students” was introduced by the Adi Dravidar Welfare Dept, Government of Puducherry. The objective of the scheme is to benefit the students who are studying at the Post-matric level or Post-Secondary stage to complete their education.",,[],apmsscs,"['Scholarship', 'Scheduled Caste', 'Student', 'Post Matric']",Search
SAHAKAR MITRA: NCDC’s Scheme on Internship Programme,Ministry Of Agriculture and Farmers Welfare,['Skills & Employment'],The programme aims at providing an opportunity to professional graduates to get experience in areas of functioning of NCDC and related aspects of cooperatives.,,[],sip,"['Internship', 'Student', 'Professional', 'Intern', 'Graduate', 'SIP']",Search
AICTE-Technical Book Writing & Translation Scheme,Ministry of Education,['Education & Learning'],AICTE-Technical Book Writing & Translation scheme has been launched by the All India Council for Technical Education (AICTE) to promote the use of 'Scheduled Regional Language' in Technical Education for creating knowledge base in local language.,,[],atbwt,"['Technical Book Writing', 'Translation', 'Financial Support', 'Remuneration']",Search
Financial Assistance to Meet the Funeral Expenses of Differently Abled Person,,['Social welfare & Empowerment'],"The scheme 'Financial Assistance to Meet the Funeral Expenses of Differently Abled Person' was launched by the Department for the Welfare of Differently Abled Persons. In this scheme, financial assistance of ₹2,000/- is provided to meet the expenses in connection with funeral, in the event of the...",,[],fatmtfeodap,"['Financial Assistance', 'Death', 'Disability', 'Funeral']",Search
AGR-50 Scheme-Assistance To Purchase Tractors,,"['Agriculture,Rural & Environment']","The scheme “AGR-50 Scheme-Assistance to Purchase Tractors” was started by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat in the year 2011-12. The scheme was implemented for the farmers to help in buying the tractor in the state.",,[],agr50s-apt,"['Agriculture', 'Farmer', 'Mechanization', 'Tractor', 'Financial Assistance']",Search
Financial Assistance on the Natural Death of Differently Abled Person,,['Social welfare & Empowerment'],"""Financial Assistance on the Natural Death of Differently Abled Person"" was launched by the Dept for the Welfare of Differently Abled Persons, Tamil Nadu. A financial assistance of ₹15,000/- is provided to the legal heir in the event of the natural death of the differently-abled person.",,[],faotndodap,"['Financial Assistance', 'Differently Abled', 'Death']",Search
Maintenance Allowance for Leprosy Affected Persons,,['Social welfare & Empowerment'],"The 'Maintenance Allowance for Leprosy Affected Persons' scheme was launched by the Department for the Welfare of Differently Abled Persons, Government of Tamil Nadu. The scheme aims to provide a maintenance allowance to leprosy-affected persons.",,[],maflap,"['Financial Assistance', 'Disability', 'Leprosy', 'Social Welfare', 'Monthly Allowance']",Search
Umbrella Assistance Scheme (UKBOCWWB),,['Social welfare & Empowerment'],"Under the scheme, an umbrella will be provided free of cost to registered building & construction workers to protect them from rain and sun. No financial assistance will be paid to the beneficiary, and the benefit will be given only once in their lifetime.",,[],uasukbocwwb,"['Umbrella', 'Building Worker', 'Construction Worker', 'Labour']",Search
Marriage Assistance to Normal Persons Marrying Visually Impaired Persons,,['Social welfare & Empowerment'],"The scheme 'Marriage Assistance to Normal Persons Marrying Visually Impaired Persons' was launched by the Department for the Welfare of Differently Abled Persons, Govt. of Tamil Nadu. The scheme aims to provide marriage assistance to a normal person marrying a visually Impaired Person.",,[],matnpmvip-tn,"['Financial Assistance', 'Marriage', 'Differently-abled Person', 'Visually']",Search
Bicycle/Sewing Machine Assistance Scheme (UKBOCWWB),,['Social welfare & Empowerment'],"Under the scheme, bicycles are provided to registered building & construction workers in plain areas, while sewing machines are provided to registered workers or their dependents in mountainous/hilly areas. These benefits are granted only once in a lifetime.",,[],bsmasukbocwwb,"['Bicycle', 'Sewing Machine', 'Construction Worker', 'Building Worker', 'Labour']",Search
Scheme For Subsidy On Interest For Establishment Of 1 To 20 Milch Animal Farm For Scheduled Tribe,,"['Agriculture,Rural & Environment']","The scheme “Scheme for Subsidy on Interest for Establishment of 1 to 20 Milch Animal Farm for Scheduled Tribe” was started by the Dept. of Agriculture, Farmers Welfare & Co-operation, Govt. of Gujarat.",,[],ssiemafst,"['Animal Husbandry', 'Scheduled Tribe', 'Cattle Farming', 'Subsidy', 'Loan']",Search
Assistance to Law Graduates,,"['Education & Learning', 'Social welfare & Empowerment']","The ""Assistance to Law Graduates"" scheme was launched by the Department for the Welfare of Differently Abled Persons, Government of Tamil Nadu. Under this scheme, financial assistance of ₹50,000 will be given to the differently abled Law graduates for enrolment in the Bar Council as lawyer.",,[],atlg,"['Law Graduate', 'Financial Assistance', 'Differently-abled Person', 'Social Welfare']",Search
"Award of Scholarship to the Cadets Belonging to UT of Puducherry and Studying in Rashtriya Indian Military College, Dehradun",,['Education & Learning'],"The objective of this scheme is to extend scholarships worth of ₹20,000/- per annum to the cadets belonging to the Union Territory of Puducherry who come from economically weak backgrounds and have been selected for admission into the Rashtriya Indian Military College, Dehradun.",,[],ascbutpsrimcd,"['Cadet', 'Military', 'Scholarship', 'Education']",Search
Internship Programme for Women Students / Scholars / Social Activists / Teachers,Ministry of Women and Child Development,['Women and Child'],"The Ministry of Women and Child Development launched the Internship Programme aims to harness the talent of the trainees, giving them an opportunity to work towards bringing more efficiency in the implementation of the schemes. ",,[],ipmwcd,"['Internship Programme', 'Women Student', 'Teachers', 'Scholars', 'Opportunity', 'Social Activist']",Search
Financial Assistance for Treatment of Chronic Diseases (HBOCWWB),,['Health & Wellness'],"Under this scheme, financial assistance of ₹1,00,000/- is provided to registered workers for indoor treatment of chronic diseases like Cancer, TB, AIDS, etc. as per government rules.",,[],fatcdhbocwwb,"['Building Worker', 'Construction Worker', 'Labour', 'Treatment', 'Chronic Diseases', 'Financial Assistance', 'Cancer', 'TB', 'AIDS']",Search
Disability Assistance For Registered Worker (HBOCWWB),,['Social welfare & Empowerment'],"The scheme “Disability Assistance for Registered Worker (HBOCWWB)” was launched by the Haryana Building and Other Construction Workers Welfare Board (HBOCWWB), Labour Department Haryana. ",,[],darwhbocwwb,"['Construction Worker', 'Accident', 'Disability', 'Financial Assistance']",Search
Scholarship (Above VIII Standard) - Tamil Nadu,,"['Education & Learning', 'Social welfare & Empowerment']","The 'Scholarship (Above VIII Standard) by Welfare of Differently Abled Persons' scheme was launched by the Department for the Welfare of Differently Abled Persons, Tamil Nadu. The scheme aims to provide scholarships to differently-abled students studying in government school/colleges/training centre",,[],saviiisbwodap,"['Student', 'Scholarship', 'Education', 'Different Abled Person']",Search
Free Travelling Facility (HBOCWWB),,['Travel & Tourism'],"Under this scheme, the amount spent by registered workers and 4 family members for visiting famous religious/historical places once in four years will be paid at the rates prescribed by Haryana Roadways (ordinary fare) or actual railway fare (Second Class).",,[],ftfhbocwwb,"['Free Travelling', 'Building Worker', 'Construction Worker', 'Labour', 'Historical Places', 'Religious Places']",Search
Scholarship (I to VIII Standard) by Welfare of Differently Abled Persons,,"['Social welfare & Empowerment', 'Education & Learning']","The 'Scholarship (I to VIII Standard) by Welfare of Differently Abled Persons' scheme was launched by the Department for the Welfare of Differently Abled Persons, Tamil Nadu. The scheme aims to provide scholarships to purchase notebooks for differently-abled students studying in government school.",,[],sitviiisbwodap,"['Student', 'Scholarship', 'Differently-abled Person', 'Book']",Search
Modular Reflective Folding Sticks (Smartcane),,['Social welfare & Empowerment'],The 'Modular Reflective Folding Sticks (Smartcane)' scheme was launched by the Department for the Welfare of Differently Abled Persons Govt. of Tamil Nadu. The scheme aims to distribute modular reflective folding sticks to needy visually impaired persons for self-orientation & independent mobility. ,,[],mrfss,"['Social Welfare', 'Disability', 'Folding Sticks', 'Visually Impaired', 'Blind']",Search
Scheme of Personal Assistance Allowance to Differently Abled Persons with High Support Need,,['Social welfare & Empowerment'],"The ""Scheme of Personal Assistance Allowance to Differently Abled Persons with High Support Need"" was launched by the Department for the Welfare of Differently Abled Persons, Govt. of Tamil Nadu. The scheme aims to provide a personal assistance allowance of ₹1,000 to differently abled person. ",,[],sopaatdapwhsn,"['Financial Assistance', 'Social Welfare', 'Person With Disability', 'Personal Assistance', 'Allowance']",Search
Widow Pension-West Bengal,,"['Social welfare & Empowerment', 'Women and Child']","The West Bengal government's Women and Child Development and Social Welfare Department launched the ""Widow Pension"" scheme in 2010. This program aims to support widows facing economic hardship within the state.",,[],wpwb,"['Financial Assistance', 'Social Welfare', 'Pension']",Search
"Banglashree for Micro, Small and Medium Enterprises: Subsidy on Stamp Duty and Registration Fee (SDRFS)",,['Business & Entrepreneurship'],"“Subsidy on Stamp Duty and Registration Fee (SDRFS)” incentives under “Banglashree for MSMEs” scheme implemented by the MSMEs Dept., Government of West Bengal, provides a reimbursement of stamp duty and registration fee paid by the eligible enterprises for the purpose of registration of documents.",,[],sdrfs,"['MSME', 'Incentives', 'Stamp Duty', 'Financial Assistance', 'Entrepreneurship', 'Subsidy', 'Registration Fee', 'Reimbursement']",Search
Mukhya Mantri Shramyogi Prathibhavan Vidyarthi Yojana (HBOCWWB),,['Education & Learning'],"Under this scheme, the Haryana Building & Other Construction Workers Welfare Board provides financial assistance for books, stationery, hostels, and laptops/computers for higher education to the meritorious children of registered construction workers.",,[],mmspvyhbocwwb,"['Building Worker', 'Construction Worker', 'Student', 'Labour', 'Financial Assistance']",Search
"Financial Assistance to Workers with a Visually, Physically or Mentally Disabled Child- Haryana Labour Welfare Board",,['Social welfare & Empowerment'],"Under this scheme, financial assistance is provided to the disabled (blind, mentally retarded, mute and deaf) children of registered workers employed in industrial and commercial establishments in the state of Haryana.",,[],fawvpmdc-hlwb,"['Financial Assistance', 'Worker', 'PwD', 'Blind', 'Mentally Retarded', 'Mute', 'Deaf', 'Disability']",Search
Special Education - Tamil Nadu,,"['Education & Learning', 'Social welfare & Empowerment', 'Skills & Employment']","The scheme 'Special Education by Welfare of Differently Abled Persons' was launched by the Department for the Welfare of Differently Abled Persons, Government of Tamil Nadu. The scheme aims to provide free special education, & vocational training to the visually impaired, hearing-impaired person. ",,[],sebwodap,"['Child', 'Visually Impaired', 'Hearing Impaired', 'Different Abled Person', 'Locomotor']",Search
Financial Assistance for Artificial Limbs to Workers and their Dependents- Haryana Labour Welfare Board,,['Social welfare & Empowerment'],"Under this scheme, financial assistance is provided for artificial limbs upto rates fixed by Saket Hospital, Chandimandir(Panchkula). This assistance is available to workers employed in industrial &commercial units in Haryana and their dependents, who become disabled due to the loss of vital organs.",,[],faalwd-hlwb,"['Worker', 'Financial Assistance', 'Artificial Limbs', 'PwD', 'Disability', 'Labour']",Search
Tricycles - Tamil Nadu,,['Social welfare & Empowerment'],"The Department launched the 'Tricycles by Welfare of Differently Abled Persons' scheme for the Welfare of Differently Abled Persons, Govt. of Tamil Nadu. The scheme aims to distribute tricycles to deserving orthopedically differently abled persons affected by both lower limbs for their easy mobility",,[],tbwodap,"['Tricycles', 'Person With Disability', 'Social Welfare', 'Orthopedically']",Search
Early Intervention Centres for Children with Autism,,"['Social welfare & Empowerment', 'Skills & Employment']","The ""Early Intervention Centres for Children with Autism"" was launched by the Department for the Welfare of Differently Abled Persons, Government of Tamil Nadu. Under this scheme, Early intervention programme emphasizes attending to social stimuli, imitation skills, language comprehension and usage.",,[],eicca,"['Autism', 'Differently Abled Person', 'Skill', 'Social Welfare']",Search
One Time Assistance to Small and Marginal Farmers for Purchase of Small Farm Implements (OTA-SFI),,"['Agriculture,Rural & Environment']","“One Time Assistance to Small and Marginal Farmers for Purchase of Small Farm Implements (OTA-SFI)”  by the Agriculture Department, Government of West Bengal aims to aid the farmers in procuring manually operated small farm implements necessary for agricultural operations.
",,[],ota-sfi,"['Agriculture', 'Farmers', 'Small Farm Implements', 'Financial Assistance']",Search
Financial Assistance for Working Women Workers or Wives of Male Workers for Maternity- Haryana Labour Welfare Board,,"['Women and Child', 'Social welfare & Empowerment']","Under this scheme, financial assistance of ₹10,000/- is provided to female workers and wives of male workers working in industrial and commercial establishments in the state of Haryana for the delivery of up to two children (three girls or two boys).",,[],fawwwwmwmhlwb,"['Maternity', 'Worker', 'Financial Assistance', 'Labour']",Search
Calipers and Crutches - Tamil Nadu,,['Social welfare & Empowerment'],"The 'Calipers and Crutches by Welfare of Differently Abled Persons' scheme was launched by the Department for the Welfare of Differently Abled Persons, Tamil Nadu. In this scheme, calipers & crutches are given to the needy & deserving orthopedically differently-abled persons for their easy mobility.",,[],cacbwodap,"['Calipers And Crutches', 'Person With Disability', 'Social Welfare', 'Orthopedically']",Search
Retrofitted Petrol Scooters - Tamil Nadu,,['Social welfare & Empowerment'],"The 'Retrofitted Petrol Scooters by Welfare of Differently Abled Persons Department' scheme was launched by the Department for the Welfare of Differently Abled Persons, Govt. of Tamil Nadu. The scheme aims to provide a retrofitted petrol scooter to orthopedically differently-abled persons.",,[],rpsbwodapd,"['Differently Abled Person', 'Social Welfare', 'Scooter', 'Orthopedically', 'Student', 'Employed']",Search
West Bengal Migrant Workers’ Welfare Scheme: Repatriation of Dead Body,,['Social welfare & Empowerment'],"""West Bengal Migrant Workers’ Welfare Scheme: Repatriation of Dead Body"" is a social welfare scheme implemented by the West Bengal Migrant Workers’ Welfare Board, that provides an one time assistance to the nominee for bringing the dead body of the registered migrant worker in case of death.",,[],wbmwwsc,"['Cremation', 'Migrant', 'Social Welfare', 'Financial Assistance', 'Labour', 'Worker', 'Repatriation']",Search
Dental Care Scheme- Haryana Labour Welfare Board,,['Health & Wellness'],"Under this Scheme, workers & their dependents are entitled to receive financial assistance of upto ₹4,000/- or the actual expenditure, whichever is less, for dental care. Furthermore, assistance of upto ₹10,000/- or the actual expenditure, whichever is less, is provided for fixation of full denture.",,[],dcs-hlwb,"['Dental Care', 'Labour', 'Teeth', 'Denture', 'Organized Worker', 'Financial Assistance', 'Jaw Implants']",Search
Leave Travel Concession Scheme- Haryana Labour Welfare Board,,['Travel & Tourism'],"Under this scheme, an amount of ₹1,500/- is provided to the workers employed in the industrial and commercial institutions of the state of Haryana in the form of Leave Travel Concession (LTC) for travel once in a block of 4 years. ",,[],ltcs-hlwb,"['Leave Travel', 'Concession', 'Labour', 'Worker', 'LTC']",Search
Minimata Mahtari Jatan Yojana,,"['Health & Wellness', 'Women and Child']","The Labor Department of Chhattisgarh started this scheme on March 4, 2010, under the ""Building and Construction Workers Welfare Board"" for female construction workers. Under the scheme registered female construction workers will receive benefits during pregnancy.",,[],bpsy,"['Financial Assistance', 'Pregnancy Care', 'Women Wellness', 'Child Care', 'Construction Workers']",Search
Old Age Pension,,['Social welfare & Empowerment'],"In 2010, the Women and Child Development and Social Welfare Department of the West Bengal State Government introduced the ""Old Age Pension"" scheme.",,[],oapwb,"['Financial Assistance', 'Social Welfare', 'Pension', 'Old Age', 'Senior Citizens']",Search
 West Bengal Textile Incentive Scheme: Waiver of Electricity Duty,,['Business & Entrepreneurship'],"“Waiver of Electricity Duty” incentives under “West Bengal Textile Incentive Scheme” scheme implemented by the Dept. of MSME&T, Government of West Bengal,  aims to provide waiver of electricity duty on the electricity consumed in its approved project.
",,[],wbtiswed,"['Textile', 'Incentives', 'Waiver', 'Entrepreneurship', 'Subsidy', 'Reimbursement', 'Electricity Duty']",Search
Financial Assistance to Indigent Tamil Scholars,,['Social welfare & Empowerment'],"The scheme ""Financial Assistance to Indigent Tamil Scholars"" was launched by the Arts & Culture Department, Puducherry. The scheme aims to provide financial assistance of ₹1,500 per month to indigent artists aged 58 years & above & contribution to Tamil language & literature must be of significance.",,[],fatits,"['Financial Assistance', 'Indigent', 'Artist', 'Culture']",Search
Financial Assistance for Professional/Technical Courses (HBOCWWB),,['Education & Learning'],"This scheme is implemented by the Haryana Building and Other Construction Workers Welfare Board, Labour Department Haryana. Under this scheme, the full educational expenses of the children of registered workers in professional/technical courses are reimbursed by the Board.",,[],faptchbocwwb,"['Building Worker', 'Construction Worker', 'Labour', 'Student', 'Financial Assistance', 'Professional Course', 'Technical Course']",Search
Free Supply of Note Books to the Children of Poor Widows,,"['Social welfare & Empowerment', 'Women and Child', 'Education & Learning']","The Social Welfare and Nutritious Meal Programme Department, Government of Tamil Nadu launched the ""Free Supply of Note Books to the Children of Poor Widows"" scheme to supply notebooks to children of poor widows studying up to higher secondary courses and govt. children homes and service homes.",,[],fsnbcpw,"['Children', 'Notebook', 'Widow', 'Education']",Search
Supporting Community Radio Movement in India,Ministry Of Information And Broadcasting,['Social welfare & Empowerment'],"The GOI has a policy for grant of License to eligible organisations for setting up of Community Radio Stations. To support the Sector, the Scheme provides financial assistance once the Community Radio is made operational by eligible organisation. The Scheme also has components for capacity building.",,[],crss,"['Community Radio Stations', 'NGOs Operating CRS', 'Educational Institutions Operating CRS']",Search
Incentive Scheme for MSMEs in Powerloom Sector: Subsidy for State Goods and Services Tax (SGST),,['Business & Entrepreneurship'],"“Subsidy for State Goods and Services Tax (SGST)” incentive under the “Incentive Scheme for MSMEs in Powerloom Sector” scheme implemented by the Dept. of MSME & T, Government of West Bengal, aims to provide refund of Net SGST paid to the Government of West Bengal for its approved project.",,[],ismpsssgst,"['Powerloom', 'Waiver', 'State Goods And Services Tax', 'Entrepreneurship', 'Subsidy', 'Reimbursement', 'GST', 'SGST']",Search
Bicycle Scheme- Haryana Labour Welfare Board,,['Social welfare & Empowerment'],"Under this scheme, financial assistance of ₹5,000/- is provided to the workers employed in the industrial and commercial establishments of the state of Haryana for the purchase of a new bicycle for commuting on duty from their residence to the establishments.",,[],bs-hlwb,"['Bicycle', 'Worker', 'Financial Assistance', 'Labour']",Search
Sewing Machine Scheme- Haryana Labour Welfare Board,,"['Women and Child', 'Social welfare & Empowerment']","Under this scheme, financial assistance of ₹4,500/- is provided to women workers employed in Industrial and Commercial Establishments in the state of Haryana for the purchase of sewing machines for their domestic use. ",,[],sms-hlwb,"['Sewing Machine', 'Woman Worker', 'Organized Sector', 'Financial Assistance']",Search
